source1_entity_id,matched_entity_ids
S1-847409991,"S2-23275517,S3-484294896,S3-14058061"
S1-256478097,"S2-190711088,S3-684743216"
S1-651066837,"S2-892093567,S2-791044988,S2-337131589,S3-716493582,S3-336356035,S3-851375695,S3-532947357"
S1-684799608,"S2-143127179,S2-653791042,S2-674922294,S2-369742620,S3-470601685,S3-825865014"
S1-329276806,"S2-503933218,S2-98135850"
S1-377207270,"S2-24136560,S3-602997530,S3-361697205,S3-896256873"
S1-386663637,"S2-535299890,S2-180707166,S3-770903241,S3-842925560"
S1-796931905,"S2-557052324,S2-358322194,S3-932765420,S3-638905223"
S1-572463135,
S1-711834968,S3-640410970
S1-529007577,S2-4945749
S1-670289577,
S1-268616028,"S2-653942707,S3-896386109"
S1-439998630,"S2-875643856,S2-17599429,S3-527756999"
S1-798367402,"S2-466604262,S2-758093846,S3-643628699"
S1-55924649,"S2-942790375,S2-670099519,S2-232335753,S3-24401815,S3-840309525,S3-254295610"
S1-363659590,"S2-83758680,S3-7617092,S3-625303214"
S1-96624232,"S2-66838513,S2-906101393,S2-754827517,S2-809404203,S3-287692289,S3-420135723,S3-346337745"
S1-226406358,"S2-18571217,S3-781304133,S3-253213803"
S1-69157165,"S3-848569859,S3-401017059"
S1-155641334,"S2-48730386,S2-923312707,S3-806086721,S3-137047042"
S1-727766400,"S2-793228113,S2-558645609,S3-442138951,S3-52952785"
S1-82992479,"S2-325402666,S2-70451915,S3-573683779,S3-23432143"
S1-335533861,"S2-153197219,S2-554719127,S2-955198361,S3-160371938"
S1-815276354,"S2-79064283,S2-645060471,S3-462512707"
S1-36574948,"S2-205881758,S3-134635588"
S1-800069802,"S2-433933942,S3-694138090"
S1-645125978,"S2-686491632,S2-719932229,S3-708829006"
S1-909373650,"S2-721025320,S2-332546140,S3-849176877"
S1-432752741,"S2-672874713,S2-465985282"
S1-777058956,"S2-746769823,S2-703915961,S3-974580741,S3-262499822"
S1-538811860,"S2-296312824,S2-755711814,S3-87944042,S3-659879514"
S1-374228375,"S2-982919729,S2-807151317,S3-757046488,S3-320974821"
S1-250731935,"S2-636382740,S2-140164075,S3-106481590,S3-598290859,S3-543846903,S3-316788655"
S1-596565335,
S1-802647589,"S2-32863414,S2-325730125,S2-714460535,S2-740512209,S3-674458796,S3-707979848,S3-995085734,S3-706570524"
S1-777808348,"S2-681867350,S2-5797561,S3-890026642,S3-618173006"
S1-329923701,"S2-919858156,S2-697988092,S3-824808270,S3-700671423,S3-212595415"
S1-76557820,
S1-189278697,"S2-583998183,S2-822934977,S2-840716406,S3-417629312,S3-441969697,S3-669833720,S3-801090013"
S1-902319808,"S2-193802886,S2-624780708,S2-870439666,S3-345483970,S3-724080148"
S1-53562951,"S2-75079079,S3-910012670,S3-925874607"
S1-781138900,"S3-336261831,S3-567552793"
S1-443686677,"S2-907517636,S2-415377423,S2-308426330,S2-486183238,S3-779836062,S3-486432964,S3-733566890"
S1-28856401,"S2-568644218,S3-937486729,S3-260571242"
S1-846933646,"S2-443089279,S2-66574247,S3-526291966,S3-782423078"
S1-581463809,"S2-590731155,S3-535282260,S3-871567196"
S1-524183673,"S3-307855898,S3-704028572"
S1-599798530,"S2-750825711,S3-763919559,S3-288631454"
S1-301339923,"S2-48407697,S3-818910118"
S1-654416833,"S2-785742540,S2-893286392,S2-631682294,S3-682031020"
S1-80468133,"S2-414366764,S3-437986451,S3-832719407"
S1-121463661,"S2-264752671,S3-314868406,S3-124023718"
S1-657330723,"S2-134470393,S3-851796217"
S1-7049898,"S2-906168363,S2-925203575,S2-941648193,S2-277663938,S2-23662870,S3-654582211,S3-392161948"
S1-77809911,
S1-615180691,S3-227849745
S1-360135794,"S2-741131156,S2-788574716"
S1-773666037,"S2-84623491,S2-762622974,S3-181623080,S3-705127951"
S1-111695581,"S2-35065682,S2-691318578,S2-674583914,S3-670467382,S3-813022395,S3-742783665,S3-553656694"
S1-993942589,S3-688887442
S1-113729290,"S2-61906532,S3-158676126"
S1-33154822,"S2-345759617,S2-55928403,S3-864604838,S3-210490492"
S1-748437969,"S2-36933100,S3-484461169,S3-119617628"
S1-926634136,S3-168252879
S1-77553869,
S1-344214634,S3-561527389
S1-580605364,
S1-736739118,"S2-836744918,S3-161435576,S3-766700341"
S1-60019158,"S2-439212245,S2-636824163,S3-310602967,S3-141620280,S3-283737882"
S1-529627336,"S2-467318269,S2-456509042,S2-608743250,S2-851655909,S3-513159736,S3-628766781"
S1-749410612,"S2-43057511,S2-460775376,S3-264717775"
S1-108727901,
S1-943292769,S2-829600379
S1-636506165,"S2-710093681,S3-931326875,S3-691530908,S3-442113192"
S1-592330645,"S2-695956387,S2-78906258,S3-255909977,S3-632948531"
S1-685995224,"S2-932724835,S3-278191694,S3-482694682"
S1-82088110,"S2-476520242,S3-533330744,S3-443390644,S3-227521270"
S1-65658762,"S2-147334208,S2-514283338,S3-193842429"
S1-321058661,"S2-221358694,S2-39832911,S3-398025713,S3-569716010,S3-700082120,S3-906982824"
S1-275135699,"S2-48419810,S3-31900788,S3-590133599"
S1-675957239,"S2-962762955,S3-161777946,S3-966678001"
S1-1126165,"S2-205135101,S2-214850444,S2-109030016,S2-191183592,S3-701160802"
S1-829211222,
S1-739062004,"S2-181263230,S2-777305317,S2-388751721,S3-852278780"
S1-572369330,"S2-909756177,S3-656033276,S3-160698344"
S1-799181370,"S2-701345675,S3-993499700,S3-657283804"
S1-959272732,"S2-186101057,S3-478306989,S3-907590313"
S1-694292164,"S2-869717029,S3-226357049,S3-202754784,S3-70410758"
S1-810116880,"S2-864221155,S2-969797784,S3-535602111"
S1-169860964,"S2-882372591,S3-95788264,S3-658132957"
S1-547141058,"S2-48051423,S3-331218862,S3-491548919"
S1-91416530,"S3-856238143,S3-542237442,S3-809283061"
S1-113968826,"S2-99099897,S2-370721678,S2-801303006,S3-373631637,S3-286876911,S3-653146379,S3-768318480"
S1-799752443,"S2-992194567,S3-285768687,S3-766907188"
S1-110658877,S2-785495046
S1-722091774,"S2-349844732,S3-822071271,S3-893191170,S3-29075353"
S1-959883662,"S2-123292026,S2-198671352,S2-702578345,S2-71870480,S3-543529570"
S1-191810050,"S2-589143589,S2-196842541,S3-11077847,S3-934458874,S3-167082763"
S1-518852321,"S2-350789195,S3-173884597,S3-351248378,S3-76874252"
S1-442530149,"S2-313324360,S3-147494627"
S1-222832877,"S2-404336087,S3-809243427,S3-131145658"
S1-254055664,"S2-474265825,S2-522562069,S3-195304763,S3-983891047"
S1-505802308,"S2-675573829,S2-537783367,S2-40127442,S2-135872149,S2-83350457,S3-498003837,S3-388513387"
S1-206439171,"S2-263479860,S3-754954752,S3-297790567,S3-21549691"
S1-162642904,"S2-959241327,S3-170818272"
S1-248192844,"S2-383856048,S3-13998672"
S1-453488843,"S2-990296475,S2-173914169,S3-655636652,S3-746427638,S3-766612790,S3-897937002"
S1-134760113,"S2-853788366,S2-611858894,S3-412707388,S3-120560816"
S1-272165680,"S2-380459674,S3-895948804,S3-97946974"
S1-360607329,"S2-519825892,S2-402845306,S3-181337365,S3-727281824"
S1-157769243,"S2-935946948,S3-172733392,S3-300449248"
S1-323901036,"S2-855011320,S2-641573647,S3-401438440"
S1-193172649,"S3-505013741,S3-974295886,S3-514662764,S3-593636584,S3-604127640"
S1-979238117,"S2-739521401,S3-207122962"
S1-848718542,"S2-243923672,S2-532111548,S2-537720320"
S1-387609182,"S2-894390634,S3-464668619,S3-376586321"
S1-479770995,"S2-363999720,S2-184215367,S2-758112627,S3-215945496,S3-888936562"
S1-57273240,"S2-522275212,S2-501229667,S3-60724041"
S1-571720591,"S2-776454269,S3-341957822,S3-796432377"
S1-944242810,"S2-530820318,S3-757810812,S3-370766523"
S1-996196567,"S2-64489164,S2-877422389,S2-18555602,S2-144760741,S3-941021301"
S1-76563058,S3-670650895
S1-396099074,"S2-876472334,S2-812975424,S3-135267786,S3-626518322,S3-901969969"
S1-593218630,"S2-877429116,S3-759247550,S3-88993171"
S1-559793883,"S2-129067057,S3-385466931,S3-1394775,S3-187399399"
S1-855145932,"S2-109786675,S3-680570391"
S1-905711625,"S2-84383539,S3-907818599,S3-772581870"
S1-329263753,"S2-365211009,S3-368153478,S3-876017885,S3-182437792"
S1-847608326,"S2-275957952,S2-695793654,S3-291801983,S3-229573510,S3-139517213"
S1-918763607,"S2-377035406,S2-343920432,S3-450807946"
S1-319730953,"S2-873324194,S3-366062638,S3-668244162"
S1-414259105,"S2-135350474,S3-488715007,S3-150109745,S3-55661043"
S1-497396964,"S2-630135027,S2-330044089,S2-824183041"
S1-321685335,"S2-68001708,S2-179099217,S3-77024133,S3-297964216"
S1-155885489,"S2-19577739,S2-474347321,S3-546092850,S3-361875905"
S1-405285630,"S2-588617725,S3-555717659"
S1-307907516,"S2-170061693,S2-55107867,S3-742908979"
S1-145484728,"S2-345981520,S2-763049494,S3-748144656,S3-280688134"
S1-328418884,"S2-37361589,S3-65688275,S3-746661078"
S1-786928440,"S2-229767182,S3-375796608"
S1-881107349,"S3-38649818,S3-464150676,S3-258247296"
S1-804123234,"S2-809075845,S2-482032070,S3-102006273"
S1-370371529,"S2-112035230,S3-413941235,S3-123244074,S3-989340688"
S1-751382227,"S2-415574947,S2-821935735,S3-152684883,S3-967692551,S3-313594398,S3-406334715"
S1-551515321,"S3-871894935,S3-171854026,S3-629944703"
S1-931592939,"S2-359503575,S3-382959904"
S1-742902547,S3-348571524
S1-685852691,"S2-153931134,S2-309747422,S3-702266556,S3-569117445,S3-652334882"
S1-732794023,"S2-593825878,S3-537292782,S3-810201206,S3-883665005"
S1-599236741,
S1-989810366,"S2-210450738,S2-154550209,S2-421952882,S2-461005076,S2-395288783,S3-982720377,S3-895416875,S3-149808342"
S1-917679431,"S2-972841565,S3-151306421"
S1-79856980,"S3-744298257,S3-511888395"
S1-767332886,"S2-672506393,S2-902961523,S3-87789884,S3-958282244,S3-832864801,S3-382492184"
S1-892429424,"S2-69529487,S3-311667742,S3-593458133"
S1-337736591,"S2-921932231,S3-875401265,S3-144669678"
S1-827476202,"S2-687798576,S2-516395355,S2-260882881,S3-514793688"
S1-349456940,"S2-599326647,S2-647100305,S3-273026440,S3-103884903"
S1-15875172,"S2-118887794,S2-345092124,S3-131346796,S3-774938050"
S1-943422442,"S2-865402654,S2-456597440,S3-34301296,S3-760612691,S3-359119991"
S1-4754203,"S2-80566218,S3-850644883,S3-378686053"
S1-645307597,"S2-459936714,S2-587627147,S3-910549766"
S1-901470399,"S2-889247415,S3-482300069"
S1-849726438,"S2-594375317,S2-560980622,S2-713938730,S3-367807282,S3-506651462"
S1-226096383,"S2-313136625,S3-463066971"
S1-649290826,"S2-889590405,S3-901172189,S3-353843861"
S1-291280879,"S2-142477448,S3-890979959,S3-777038472,S3-435515690"
S1-735415728,"S2-409929288,S2-413861792,S2-299355064,S3-163668779,S3-182771684"
S1-963096726,"S2-941679283,S3-924702298,S3-957867193"
S1-75170155,"S2-508945110,S3-601098501,S3-282386501"
S1-211929933,"S2-838074588,S3-765631525,S3-737191390"
S1-622313076,"S2-169744837,S2-399178558"
S1-748712182,"S2-754078653,S2-367419010,S3-207010143,S3-828562202"
S1-535546536,"S2-415394529,S2-608234517,S3-123396862,S3-301270245"
S1-391444087,"S2-910511650,S3-22894696"
S1-418710770,S3-607275213
S1-42731819,"S2-685626820,S2-928795946,S3-764480862,S3-676028320,S3-90051459,S3-905943898"
S1-155025322,"S2-720124786,S2-550739373,S3-725722380,S3-433685986"
S1-387790340,"S2-959931367,S2-470167469"
S1-917420056,"S2-629255745,S3-66871542,S3-538273537,S3-695740222"
S1-838840039,"S2-549083149,S2-749017865,S2-904499170,S3-852944549,S3-406868221,S3-626180283"
S1-606628744,"S2-310907975,S2-986595928,S3-37660094,S3-686835528"
S1-697437063,"S2-761489524,S2-459114517,S2-544795492,S2-38101072,S2-397410965,S3-624402785,S3-499863054"
S1-248285580,"S2-456397028,S3-544562149,S3-696092420,S3-504116421"
S1-913142615,"S2-562360680,S2-134784500,S3-887658883,S3-727295585"
S1-287921645,"S2-27014745,S3-379893958,S3-114481874"
S1-322571285,"S2-927148075,S3-695487905,S3-304294964"
S1-376799699,"S2-504026195,S2-876191742,S2-531886560,S3-560097448"
S1-72754502,"S2-355785172,S3-384357036"
S1-481833318,"S2-951314277,S3-593078734"
S1-406394082,"S2-433001755,S2-810495246,S3-101653855,S3-817561731,S3-12712690,S3-758521284"
S1-163627474,
S1-612395447,"S2-136401010,S3-699268943,S3-17937915"
S1-949385470,"S2-944404918,S2-723471848,S3-548721680"
S1-228184372,"S2-216146787,S2-885392846,S3-901679659"
S1-513160974,"S2-198729874,S3-425174339,S3-789634223"
S1-297623643,"S2-302024335,S2-520774740"
S1-68716390,S3-755541517
S1-462577649,"S2-691734613,S2-952005521,S3-198511757,S3-416102272,S3-78259850,S3-633666781"
S1-115670287,"S2-367393883,S2-391847143,S3-999952247"
S1-905704570,"S2-206585075,S3-714214072,S3-920808703,S3-983530960"
S1-782787975,"S2-935187299,S3-361341888"
S1-822968781,"S2-467506855,S2-948959881,S2-972291784,S3-754013289"
S1-984488098,"S3-1981348,S3-586406109"
S1-647740856,"S2-924057177,S2-759723361,S2-513700745,S3-337092845,S3-881829136"
S1-665801538,"S2-453380822,S3-140030181"
S1-409901584,"S2-300058710,S2-72414921,S3-190150796,S3-346188173"
S1-950521576,"S2-863830252,S2-243286727,S3-384027285,S3-73978833,S3-594574240,S3-533607015"
S1-986688783,"S2-279684879,S3-905085566,S3-866405092"
S1-805756498,"S2-849834569,S2-230843398,S3-395019476,S3-558145212,S3-902058859"
S1-899742231,"S2-805966568,S2-422074650,S2-212693682,S3-725376906,S3-838756888,S3-968245749"
S1-952506745,"S2-830855788,S2-328063881,S3-999774797"
S1-938475744,"S2-67344394,S2-475504026,S3-666019653"
S1-984157825,"S2-144774081,S2-543720633,S3-244004093"
S1-380006556,
S1-791451147,"S2-841119001,S2-649384751,S2-397619252,S2-111672251,S2-806468917,S3-660450728"
S1-654284847,"S2-398264886,S2-688554862,S2-544678044"
S1-873237234,"S2-240056315,S2-676941299,S3-887285047,S3-338571639"
S1-722920397,"S2-782407522,S2-595927604,S3-530637347,S3-242838010"
S1-436448287,"S2-359400907,S3-830106421,S3-936346466,S3-719200719"
S1-540493381,"S2-964918520,S2-945402909,S3-464017271"
S1-446650359,"S2-323022635,S2-531831572,S3-716625278,S3-996739820,S3-100752202,S3-196657602"
S1-375953557,"S2-929304628,S2-366397474,S2-363554722,S3-176223309,S3-522140722"
S1-892869955,"S2-754170762,S2-960820940,S2-553483725,S3-272252524,S3-611068325,S3-709800305"
S1-699463834,"S2-269624307,S2-220422604,S3-32965057,S3-711244842"
S1-151449172,"S2-34047210,S2-539591202,S3-562448462,S3-267579744,S3-498756732"
S1-402353170,
S1-647891068,"S2-45112939,S3-857983021,S3-911364646,S3-416635367,S3-300585084"
S1-455042975,"S2-132237443,S3-992786939"
S1-478584685,"S2-104900156,S3-732409748"
S1-100495818,"S2-534767699,S3-333131341"
S1-586278475,"S2-761182311,S2-93769319,S2-507122982"
S1-5667429,"S2-93436715,S2-700252156,S2-213686018,S2-658986989,S3-327511839,S3-270917872"
S1-551547655,"S2-626992145,S3-661380222"
S1-655913594,"S3-559234410,S3-74666839,S3-408614459"
S1-672740436,"S2-298127464,S3-497094575"
S1-851057321,"S2-274839809,S3-140793292"
S1-688972969,"S2-831993179,S2-830005987,S3-350023976"
S1-899518669,"S2-368180359,S2-182654717,S2-645879022,S3-495870640,S3-667546793,S3-722126108,S3-958935645"
S1-406756654,"S2-486849950,S2-313016337,S2-276094332,S2-209439779,S3-774059672,S3-372530613"
S1-540661299,"S2-737086921,S3-861721271"
S1-110324212,"S2-581874587,S2-806949751,S2-242600808,S2-104352908,S2-897853991,S3-616825566"
S1-885020661,"S2-924713546,S3-300526127,S3-506130278,S3-423625490"
S1-160486247,"S2-502946548,S2-100881021,S3-114720812,S3-458952960"
S1-533485725,"S2-610526997,S2-774225967,S3-806628786,S3-192169815"
S1-568482537,S2-149436210
S1-864917609,"S2-487742598,S2-957132640,S3-971024714,S3-499807873"
S1-925093704,"S2-377939744,S2-902543410,S2-68689055,S3-640890149,S3-199457003,S3-960000123"
S1-261964710,"S3-201822663,S3-949242234,S3-534699236"
S1-978324431,"S2-834706020,S3-588436980,S3-189471915,S3-737288051"
S1-995615951,"S2-749970853,S2-296319036,S3-735098910,S3-357550506"
S1-845548340,"S2-67570281,S2-335674298,S3-378968188"
S1-458135811,"S2-108199452,S2-153123276,S3-182383327"
S1-427446727,"S2-102566065,S3-542684314"
S1-346873620,"S2-731399290,S3-957507610,S3-525785164,S3-972578342"
S1-91759195,"S2-648643930,S3-64439145,S3-763031413"
S1-612213609,"S2-132219995,S2-10137251,S2-281459530,S3-542348510,S3-498524626"
S1-779834233,"S2-105506387,S3-667789073,S3-98017277,S3-247107956"
S1-798871093,"S2-562560659,S3-401703013,S3-628847506,S3-177866776"
S1-193591587,"S2-387287577,S3-320456156"
S1-478572633,"S2-697276296,S2-416743484,S3-793146976,S3-907702702"
S1-967774560,"S2-887302822,S2-363242159,S3-177362321"
S1-320182292,"S2-630072645,S2-224833729,S3-678664304"
S1-860199772,"S2-612471147,S2-841550233,S3-183522008,S3-655520271,S3-73228311,S3-819907052"
S1-440156234,"S2-100816179,S3-724673999"
S1-788368026,"S2-166982602,S2-333393263,S2-27426709,S3-241414955,S3-341117291,S3-982970185"
S1-419932068,"S2-707919744,S2-863632350,S3-26168695,S3-288460812"
S1-279340123,"S2-632093522,S2-1466209,S3-623244446"
S1-378978603,"S2-319300693,S3-948532405,S3-921016187"
S1-723820722,S2-483724315
S1-855006367,"S2-517448330,S3-816804077"
S1-924984184,"S2-752181841,S2-789099520,S3-346466973"
S1-165791673,"S2-330493012,S3-465526347,S3-844995717,S3-949947406"
S1-9281157,"S2-930039126,S2-748696793,S3-607788125,S3-247587116"
S1-946063720,"S3-444414305,S3-807140218"
S1-298717047,"S2-28634341,S2-791397006,S3-119896426"
S1-920569723,"S2-506044392,S2-68790580,S3-840281286,S3-253825292,S3-88817890,S3-138811917"
S1-50367102,"S2-623636544,S2-753416471,S2-198598381,S3-421355936"
S1-262310587,"S2-815371176,S2-372488953,S3-398286107"
S1-577033742,"S2-127478807,S2-737691298,S2-382865104,S3-505216825,S3-964566505"
S1-22975515,"S2-539969346,S3-123501112,S3-706414061,S3-926761761,S3-762454632,S3-974023691"
S1-174883408,"S2-891254564,S2-920198142,S2-63335765"
S1-303122905,"S2-274843728,S3-248955607,S3-546690735,S3-994366238"
S1-238318582,"S2-53804006,S3-746374526,S3-549388990"
S1-949717924,"S2-867719144,S2-546481790,S3-803211572,S3-293641908,S3-92084957"
S1-210660099,"S2-37300021,S3-640296603,S3-640141680"
S1-5638837,"S2-348666064,S2-687218193,S3-843611674,S3-310416189"
S1-839709439,S2-261981659
S1-181833358,"S2-167775697,S2-835925671,S3-250260966,S3-495304006,S3-679861082"
S1-492430109,"S2-171332776,S2-386882743,S3-557319585,S3-686118696"
S1-981870957,"S2-197621359,S2-617042472,S2-635701516,S3-60640824"
S1-648750253,"S2-125167715,S3-716429426,S3-543607706"
S1-714291838,"S2-13091020,S2-396614303,S2-247879663,S3-729669833,S3-281487737"
S1-665326577,"S2-413386268,S2-879738141,S2-818754295,S2-427653644,S3-407806455,S3-952816442"
S1-826266360,"S2-345022443,S3-872697313,S3-867347533,S3-208082484"
S1-271842017,"S2-626639155,S2-755786243,S3-401742213,S3-929986613"
S1-57305500,"S2-131375118,S2-774292562,S2-836774475,S3-356123001,S3-708530936,S3-372910857,S3-753807950"
S1-251987343,"S2-342434734,S2-763715433,S3-489107246,S3-74420730"
S1-397469663,"S2-599425538,S2-41329682,S3-586990822,S3-396115973,S3-164849227,S3-241979555,S3-181379412"
S1-167687929,S2-836537046
S1-689284365,"S2-833441246,S2-189591183,S2-890078234,S3-612817197"
S1-388882046,"S2-203884089,S2-717017556"
S1-716997835,"S2-221395037,S3-53953456,S3-906383103,S3-456868153"
S1-695834379,"S2-126147233,S2-751927301,S3-155522745,S3-476205105"
S1-828964496,"S2-258747997,S2-916936507,S2-943678820,S2-637052468,S3-709653815"
S1-128434434,"S2-332582798,S2-172459877,S2-766286097,S3-264051270"
S1-799159530,"S2-994178470,S2-801154133,S3-90678064"
S1-310661818,"S2-54075739,S2-64854914,S3-551449829"
S1-619390023,"S2-444387832,S2-929027457"
S1-371357595,"S2-207210946,S2-932159313,S3-563231390,S3-817254967"
S1-58978570,"S2-845200030,S2-992307537,S3-204443836,S3-436171754"
S1-61269133,"S2-480138160,S2-801929639,S2-133664622,S3-317626676"
S1-444452179,"S2-579171614,S3-37157622"
S1-960384533,S3-107306828
S1-766131267,"S2-476733161,S2-894727037,S3-277568110,S3-43546662"
S1-911343574,"S2-169860451,S3-333516132,S3-158531686"
S1-296024885,"S2-813103076,S2-887569826,S2-915445880,S3-785708486"
S1-919733927,"S2-625311119,S3-836612652,S3-923466299"
S1-121984879,"S2-341662224,S3-807467718,S3-258647389"
S1-539402741,"S2-52258215,S2-908862319,S2-51037894,S3-772829547,S3-465838051,S3-622543084"
S1-91569531,"S2-664138371,S3-678395293,S3-642057359"
S1-625885747,"S2-821405807,S3-633366618"
S1-560028216,"S2-657417995,S2-387221165,S3-672371593"
S1-239127771,"S2-61946997,S2-34579963,S3-676483579,S3-502431606"
S1-444327047,
S1-490077805,"S2-833693114,S2-289138300,S2-407836655,S3-351611047,S3-867360654"
S1-285944739,"S2-3003596,S2-652880645,S2-458734752,S3-652401000,S3-758669450,S3-179728285,S3-791650249"
S1-900827697,"S2-69037794,S2-961082419,S3-390104687,S3-80190119"
S1-312456683,"S2-714131133,S2-944254796,S2-190070280,S3-390610309"
S1-536526812,"S2-623900421,S3-51336111"
S1-887760474,"S2-77060791,S2-604967925"
S1-287309841,"S2-9284696,S3-318637983"
S1-353387179,"S3-795025857,S3-727289260"
S1-674903153,S3-385106006
S1-53799897,"S2-124339462,S2-926130838,S3-544013851,S3-518277977"
S1-429001061,"S2-609794542,S3-332288480"
